feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,feature_020,feature_021,feature_022,feature_023,feature_024,feature_025,feature_026,feature_027,feature_028,feature_029,feature_030,feature_031,feature_032,feature_033,feature_034,feature_035,feature_036,feature_037,feature_038,feature_039,feature_040,feature_041,feature_042,feature_043,feature_044,feature_045,feature_046,feature_047,feature_048,feature_049,feature_050,feature_051,feature_052,feature_053,feature_054,feature_055,feature_056,feature_057,feature_058,feature_059,feature_060,feature_061,feature_062,feature_063,feature_064,feature_065,feature_066,feature_067,feature_068,feature_069,feature_070,feature_071,feature_072,feature_073,feature_074,feature_075,feature_076,feature_077,feature_078,feature_079,feature_080,feature_081,feature_082,feature_083,feature_084,feature_085,feature_086,feature_087,feature_088,feature_089,feature_090,feature_091,feature_092,feature_093,feature_094,feature_095,feature_096,feature_097,feature_098,feature_099,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,target
-1.229420,-0.513527,1.594842,0.559539,5.108762,-4.103920,5.030279,-0.963115,1.226649,-4.664644,-0.264015,0.792946,0.139257,2.528052,0.319172,-3.511318,3.774114,-1.415804,1.879486,2.165931,1.743379,-1.830264,-1.294569,-1.368532,-2.236883,1.459921,-0.343308,1.823615,-3.375055,-0.242146,-0.526965,0.422318,1.096716,-0.170311,-0.161999,-3.607314,0.143475,0.643987,-0.143064,0.710308,1.441363,0.565092,-2.537058,2.788476,-2.666876,1.691361,-2.818695,0.016770,0.191615,-4.027022,-1.044921,-0.399311,0.041319,-1.041873,2.493404,-0.073177,2.353866,0.513894,0.062547,3.921884,-0.389433,1.073853,2.724119,1.050361,2.497716,2.099391,1.282568,2.270709,-0.697301,1.479211,-0.985593,-1.163260,-1.431171,1.978672,-0.340848,0.887189,2.965406,-0.456970,2.625214,-8.006684,0.709835,-0.242912,-0.002817,1.172136,-0.734858,1.847916,2.728068,5.472364,2.175660,3.898675,0.362026,-1.240174,-1.087976,-0.875579,0.886336,0.882888,-0.436933,-0.321521,-0.430828,-4.950720,0.005202,-0.802593,0.555613,0.752491,3.239804,-0.490992,-0.675299,-4.354650,-1.902561,7.876457,0.372020,1.285853,-0.520076,-1.337537,2.464554,5.117175,0.733091,-1.726738,-6.639135,0.547305,1
-1.412175,-0.264101,-2.189948,-0.772923,-1.024422,-1.511175,2.278190,-0.922509,-1.579841,-1.794714,-0.106719,-0.898647,0.245694,-0.297376,-0.975679,-0.419817,-5.704263,-2.857502,1.745986,-0.660073,1.895645,0.074149,0.994851,2.132730,0.345515,-1.702909,1.763042,2.533745,-1.699589,-4.699646,-0.328895,0.804555,-1.374981,-3.369929,0.012933,-4.777331,-3.254411,-3.238541,7.143073,-2.625196,1.647328,-0.069362,-1.988511,-2.717580,1.845788,4.069663,3.907178,0.412174,-1.393875,-3.806464,-0.474629,0.151018,0.840735,2.867427,1.131840,1.667360,-1.035719,6.368268,4.521756,-3.994801,0.329739,0.086927,1.008779,-1.973570,0.521665,0.399254,1.512772,-2.952488,3.364136,-0.724171,-1.956777,-0.952316,-1.792474,-0.612512,-0.276586,1.717465,4.172901,-1.567820,-2.015422,-1.307850,-0.246563,-0.058075,-1.373722,0.677154,-0.893744,-0.386009,0.513425,6.709000,0.834788,-1.858168,0.956025,-0.234504,-1.588345,-0.533011,-1.474423,-0.756018,-2.259107,2.375631,-1.596763,-0.783394,-0.419303,-0.865042,0.826094,0.364942,1.308726,0.506959,2.618832,8.732184,4.578674,3.958374,0.449039,2.308599,-0.855332,-0.100758,-0.319272,-1.521744,-4.473403,-0.558472,-3.564445,2.472640,0
-1.373676,0.241977,-1.151651,-1.469990,-0.540912,-0.623498,-1.110648,3.300093,1.839982,2.831514,-0.185916,0.858837,3.380601,-1.002743,0.130929,-1.196687,-2.961983,2.043142,-1.288870,0.199661,0.794379,-1.782128,-0.617820,-1.398623,-1.027657,-0.107209,2.336240,-2.844146,-2.273138,-3.867735,0.141974,0.213183,0.319545,0.114458,3.181523,-3.402768,0.091074,-2.102055,0.776147,-1.106204,0.583423,1.854885,0.046119,3.526822,-0.192001,-1.805284,4.769949,5.073503,-5.133588,-2.665789,-0.107918,-1.667377,0.615346,-0.216902,1.090201,1.370321,-1.339274,3.948510,1.981218,-5.301651,0.985015,0.444648,3.266212,-0.004992,-0.459026,1.265063,5.260764,5.160799,4.777255,3.198078,-1.776539,-0.987329,-0.573691,0.216934,0.855497,0.438170,-2.097438,3.294126,3.523923,-2.682802,0.306403,-0.514076,0.924954,-0.669913,0.610272,-1.064278,-3.386897,2.794289,4.424566,-6.168843,1.498319,-2.643777,-1.061427,1.518884,2.692638,-1.254855,-0.625918,-3.136337,-1.999244,-3.362520,0.237993,-0.085244,0.459216,1.121317,-1.030792,-2.438429,1.825982,-1.552041,-0.642264,0.615708,0.829820,1.204046,-1.858838,0.924066,0.069082,2.043785,0.019382,-3.051764,0.783587,-5.324157,0
-0.605049,-0.129899,0.459980,0.142019,0.622017,-3.403477,1.460506,-6.206333,1.170505,-2.735113,-0.161689,0.243023,0.661692,-0.163191,1.002651,2.614613,-0.804088,3.762466,-2.313059,-0.290120,1.453310,0.814315,1.355154,1.955467,1.308846,-0.649573,-1.975341,2.346601,-5.411643,1.525686,-0.965088,-0.301435,1.101705,2.028655,2.720962,-0.106975,1.226076,2.677695,-6.011371,7.582380,0.472535,2.729946,-2.892221,0.215748,-3.036999,-3.313521,-2.641418,2.644539,8.629279,2.477678,-0.927429,-2.083452,-1.133841,0.485697,-0.180559,-1.753300,-2.737865,-1.166543,-8.457443,-1.085910,-0.434007,0.652394,1.910135,-0.165062,0.780885,-1.602775,-0.929396,-6.329583,-9.500444,-0.737176,-0.508772,-0.148370,-1.706236,0.981713,2.561760,-1.864767,1.868823,3.014392,1.728802,0.757220,-0.191343,-0.565133,-2.372644,0.809909,-1.853447,-3.061176,-1.282609,-1.080691,-1.642248,2.547861,0.994168,-0.635821,1.266377,-4.098491,0.119416,2.291115,5.135089,1.783363,-2.130077,2.858558,-0.525397,1.540849,-0.767801,1.792750,-0.395074,-2.383840,2.161611,-5.436402,0.953476,-1.733338,-0.057306,0.360771,1.039994,-0.961175,-0.214915,-2.350462,1.961227,6.353473,0.014711,1.884992,1
-1.704622,-1.112380,-1.913649,-1.693213,3.140111,-0.688322,2.643471,-2.406294,-3.488819,-3.576510,-0.505451,0.528756,0.861793,1.775460,-0.484724,-2.911271,2.833785,3.296884,5.259548,-0.724520,0.319812,-1.219568,0.039113,-1.327461,-0.057576,1.343508,2.008325,-1.819642,-0.742285,1.422154,-0.150854,-1.441252,-0.002157,0.623739,-0.705416,0.035083,-2.005385,0.831804,-2.177544,4.374220,1.539402,0.903643,-2.552504,0.003348,1.092425,-0.335892,2.647877,3.208940,0.518811,-8.539960,0.073915,0.063375,-0.569570,0.504154,0.522420,2.677124,-1.302407,-3.502814,-3.558680,1.707282,1.009500,0.374155,1.273580,-1.704522,-1.984117,-6.820925,-0.352992,4.789868,-1.376188,-8.792021,-1.977063,-0.700069,-0.145976,-0.907920,-1.632307,-3.306085,2.603301,5.031178,1.387163,4.431886,-1.169464,0.931812,1.364218,2.463367,-1.655499,-0.227459,-2.511956,-0.277606,3.033229,-3.197657,1.374950,-0.563359,-1.371203,0.114169,-1.896241,0.327891,-2.686320,4.945812,0.444673,-2.775649,0.370924,-0.028039,0.975756,1.692577,1.355458,-3.267472,2.330599,-1.832621,0.345238,1.364939,0.734169,0.458585,-1.391755,-0.657477,-2.377876,1.861897,-2.131536,0.000314,-4.840437,-2.237147,1
-0.726152,-0.800803,-0.552917,0.844564,-2.333442,0.316860,2.703459,1.290006,0.022791,-7.023187,-0.353533,1.702159,3.085356,-2.094461,1.961456,0.257702,2.197864,-2.132861,-3.650072,-1.880335,0.766680,-0.442969,0.102515,0.959154,-1.903490,4.174603,-0.093585,5.915875,0.999757,-5.402695,-1.069810,-0.987747,0.618332,1.121270,0.231336,0.961387,-0.751576,-6.003876,-0.305658,-4.006890,0.776000,0.959472,-2.398047,0.928971,1.214596,-2.436608,2.587354,3.204684,1.722305,4.434662,-1.232833,-2.326502,0.420297,0.483682,1.814476,1.329857,0.975389,-1.018800,3.022688,-0.742947,0.330012,-0.571922,1.165084,0.741934,-1.724004,-4.597174,-2.793278,4.243395,-3.129515,0.712855,-0.905598,-0.723903,2.102087,-0.343505,1.300106,1.252393,8.261075,-1.658397,2.652087,-1.471188,0.996140,-0.215858,2.429832,3.197771,-0.984648,-0.601451,-4.710749,2.266845,3.235190,2.929882,1.728906,-2.159661,-1.803407,0.500735,-1.241573,1.382774,1.562274,3.912885,-2.664686,-3.429505,0.050427,-0.258373,1.085840,2.620039,1.271877,-3.506548,-2.599988,1.722767,1.594819,1.199415,0.524903,1.707623,-0.598047,1.033470,1.194610,-0.683623,3.413863,4.129735,-1.958381,3.659388,0
-2.097443,-0.273099,-0.457741,-0.400279,0.708396,-0.279655,-3.492725,-4.444353,0.034526,-2.401090,-0.579130,1.232477,0.673681,2.426500,-0.143341,-2.845074,-2.536415,3.504006,1.520057,5.204498,1.226697,-0.541308,-2.593008,-1.488654,0.793684,0.697092,2.281939,1.199456,0.745946,-2.755842,-0.899430,0.736229,-0.140047,-0.594022,0.473569,-4.628273,-3.212117,-4.226802,1.046247,1.328273,0.479470,1.965031,-0.673523,-0.935792,0.664028,2.514620,0.421984,2.398018,2.680275,-0.957981,-0.232462,0.972863,1.309527,0.523860,-0.685382,-0.867320,2.151180,-2.156289,-3.171813,1.428458,0.394388,1.235259,1.802171,0.861342,1.050534,-1.631105,0.850412,-0.872957,2.777756,-5.653098,-0.748788,-1.250690,0.135685,-0.099367,-1.087187,0.553486,0.932031,-2.063556,1.412977,-1.020669,0.125868,0.989579,1.844544,3.901501,-1.151570,1.413283,0.765751,-1.749902,4.173901,0.266936,2.090340,-0.845080,-1.499222,-1.253225,-0.007110,-1.629321,2.987755,-2.518158,1.668607,4.349468,-0.212806,1.747902,-0.642751,4.489524,1.148166,-1.481020,1.929718,-0.945108,1.629108,0.240683,1.100825,0.046801,-2.075342,-1.111213,-1.810312,-1.253954,0.154798,4.933835,0.279872,-3.901133,0
-1.262177,-1.439377,-0.744029,-1.842307,0.161839,1.673567,0.210197,4.257599,-1.825901,0.131737,-1.132696,0.773503,0.612322,1.790662,-0.741587,1.600046,-3.606311,1.590345,-2.898330,0.152896,1.862412,-0.266809,0.519372,-2.509458,-2.019893,2.638514,-1.227395,-4.417268,-0.035570,-0.881820,-0.462458,-1.396239,-0.635171,-0.738934,3.002683,5.194763,-2.208308,-4.426273,1.933411,7.867472,1.106116,0.382908,-2.369547,0.055505,-0.382368,2.143516,0.460287,0.834050,-2.168601,-1.607051,-0.615817,-1.281982,0.428492,1.642689,1.869620,3.501462,-4.803763,-2.636068,0.853263,0.127605,1.301099,-0.815988,1.727678,-0.544967,-0.719247,0.295189,3.718833,2.013578,-1.978854,-0.699546,-1.556290,-0.126924,-3.304668,0.741794,-3.124780,2.654573,1.510118,-1.550726,-0.771995,0.758503,-0.379935,0.924955,2.965804,3.040429,-2.458762,0.305493,-3.835489,-1.117933,0.975825,1.394676,1.708934,-2.367185,1.404169,-1.058227,0.805154,-0.189910,3.238829,2.851658,-8.325176,0.397468,-0.579867,0.348828,0.286963,-0.003617,0.029255,-0.074353,-0.586792,-0.932038,-3.894002,0.973876,1.903090,-0.158609,-3.130845,-1.134525,-1.135429,0.557609,0.849261,0.324071,-2.232225,-0.906679,0
-1.788451,-0.488021,-1.197436,-1.903126,-1.103645,2.565064,0.019641,3.751437,-8.714455,-1.970270,0.073662,1.107138,1.185448,1.382993,-4.193913,-1.184014,-1.796213,2.818506,-0.456182,-1.143653,1.965156,-0.044170,-0.775046,0.176776,-0.157811,-0.630420,-3.525435,3.235632,1.455460,2.337049,-0.038712,0.171580,2.072601,0.309541,-2.454436,1.034546,-1.385133,0.231197,-1.697623,5.014936,0.661992,2.785221,-3.173411,-0.867404,-2.581494,0.937981,2.928438,3.619195,10.235328,-3.939518,-0.381596,-1.695077,0.124030,1.413827,-0.201137,2.401669,-4.620133,0.459019,-4.824731,3.476536,1.213452,1.894481,2.489833,1.458729,0.648668,4.161069,-2.794068,-3.305643,4.309663,0.982377,-0.863181,-0.826636,-1.772303,-0.392100,0.159165,-0.494716,1.561880,1.906976,-0.159764,2.890921,-0.197221,-0.442375,0.397269,6.201336,-2.247243,-2.671276,-4.249629,-2.787998,3.895060,5.675100,1.236445,-1.214182,-0.495238,0.858355,2.838852,-0.203928,-3.972206,-3.182117,3.285520,4.680060,0.444439,0.634352,-1.597668,2.269396,2.655594,0.346091,-1.775111,-3.839396,3.926542,1.028061,0.681506,1.651696,0.286647,-1.375848,3.855191,-0.521058,0.136990,-0.490098,4.480978,-3.720183,0
-0.847388,-2.086323,0.064776,-0.364325,-1.817228,0.660227,0.442694,-1.484926,-4.531687,3.666570,0.497211,-0.531439,1.460716,-0.197452,-4.378446,-1.203712,0.301555,-5.753287,-1.527497,1.273163,1.261261,-0.241020,-0.908111,1.783282,1.604889,2.266258,-0.192410,2.432338,-7.550493,-8.335834,-0.964402,0.224082,-0.098572,0.432891,1.800115,-2.133944,-0.484973,0.069511,-0.623136,1.409857,1.500817,2.027001,-1.380682,-1.565381,-2.063486,-4.639574,-3.826090,1.586373,1.558773,-0.743293,-0.708676,3.185888,0.920256,-1.236389,-2.023575,3.736027,-2.411594,-0.480757,-2.676254,-2.365155,0.385008,-0.221542,1.527574,1.421406,-0.501115,5.780435,-1.892128,-2.977901,-0.865659,-3.615952,-0.516905,-0.546311,1.966525,-0.258312,-0.759313,5.127565,2.675470,0.743898,-2.062481,1.829650,-0.462672,-0.155145,-0.488319,1.036398,1.439869,-3.385908,-3.681441,-1.460863,1.793647,4.400061,1.501927,-0.791365,-1.660752,-0.688387,1.168415,0.581065,0.884150,4.361206,-8.846425,-7.782414,-0.180106,0.526846,1.247727,0.624474,2.913867,-0.176110,-1.068549,-0.508809,1.756211,-0.066154,0.640635,3.496610,-1.858147,-1.210565,0.527040,-1.729003,-1.312543,2.609612,4.369758,-5.971977,1
-0.890360,-1.244410,0.205494,1.798440,-0.515530,-2.933978,0.418116,2.129980,5.521465,-1.453986,-0.187023,1.208577,-0.064802,1.843131,1.734949,-2.062596,-3.515166,-2.011395,0.993339,-0.825743,1.171822,-1.907073,-0.336436,-0.357430,-1.530505,2.586817,0.912605,-1.918048,-1.398971,0.161997,0.226677,-0.130217,0.222108,1.419701,2.528976,3.807736,0.645709,-0.329162,-0.801884,5.123569,0.662702,1.630327,-0.594937,1.091332,1.086096,-2.841434,5.100455,0.284587,-0.218617,-2.314672,-1.571334,0.050362,-0.604617,-0.438470,1.298404,-1.519522,-3.048631,-4.261326,-2.584388,-3.574834,0.559700,0.422536,3.867493,1.430798,-1.858595,-0.076234,-1.534249,2.718560,-2.018045,-3.992345,-1.108627,-1.818351,-0.852846,-0.954514,0.321029,1.456093,1.424635,-2.218764,-6.808114,-1.033790,-0.291415,2.040489,-1.606154,0.084705,-3.992398,0.091916,2.567976,-2.138405,6.381186,-6.229780,0.696583,0.918349,0.668466,-1.090687,-0.925320,1.376086,1.356758,-2.441133,-1.020583,2.397266,-0.935411,0.111234,-0.576391,0.056608,2.321532,0.313449,-3.313283,4.748311,3.597669,3.230847,0.647681,1.290181,-0.734456,0.452561,-1.519372,0.157222,-0.189399,-0.969070,-1.852489,-6.495004,1
-1.673570,-0.904593,0.588173,-0.604366,0.488869,-1.770027,-1.410267,-1.238824,-0.646129,-5.222697,0.208975,1.831479,2.489010,-1.276531,-2.345711,-2.397797,-1.694785,0.819204,-5.500715,-1.499239,0.998539,-2.239456,1.098919,-0.932591,-1.716843,-0.624605,0.406212,3.873052,2.063117,-13.077200,-0.608033,0.635738,2.181131,1.418289,0.549652,-0.724698,-6.351490,1.827554,3.445773,-6.289814,0.989945,2.390963,0.560308,-0.120314,-2.115815,-0.052779,-1.554823,-0.894539,2.886447,-2.857804,-1.369737,-1.011526,2.368022,0.365051,-0.173171,-0.697454,-3.334601,2.455064,3.411211,-11.112385,0.918092,-0.371765,2.305473,-2.722535,-0.232937,2.279141,2.266268,4.026441,-6.873905,3.774423,-0.430310,-0.246447,0.106917,0.295322,0.954904,4.695743,2.141357,1.814030,-3.613454,2.095847,-0.656962,1.076100,0.729630,0.057829,-4.039615,-0.292735,1.128991,3.849302,1.410718,1.977302,1.295631,-0.640295,-0.323257,1.442554,0.300015,3.889559,-0.809547,0.318481,-2.142565,0.114334,0.155137,-1.166268,1.850631,-1.206616,1.023359,-0.026409,-0.910577,3.061827,0.126285,-0.700281,0.626398,1.393822,0.242975,-3.114838,-4.067629,-0.082964,6.356425,-0.225453,4.377450,-3.822599,1
-0.553328,-0.163567,-1.771969,0.581093,-1.332987,1.794478,1.964565,-2.632363,-1.593597,0.309497,-1.008677,0.618910,2.168909,1.447365,2.408687,1.606756,-5.537163,2.312738,2.252882,6.297486,1.604262,-0.977712,-0.269828,-1.294325,-2.530659,-5.954598,-1.388326,0.321818,0.576259,-0.954279,-0.141541,-0.342390,-0.433162,1.305577,3.124964,2.289468,1.536651,-2.351469,1.847704,4.809221,0.676463,1.086066,-1.513573,-0.403314,-2.817291,0.324572,-5.498398,1.565598,-2.327509,3.006806,0.135000,0.394474,-0.359090,-1.841673,1.158439,4.581822,1.798976,-0.721303,-0.297519,-2.475875,0.296558,1.634661,-1.028764,0.758319,-0.610707,-0.807259,-1.830534,-2.237892,-0.433911,4.878003,-0.831613,-1.091162,-2.171641,-0.054605,-0.158114,2.916391,4.406924,5.671645,0.139985,7.807015,-0.028846,0.369975,1.484277,1.829337,0.472106,-0.774095,1.762281,0.148749,-1.452136,4.465720,1.678648,-1.119889,-3.046804,-3.267425,1.529555,1.973932,0.365769,2.741628,1.083969,1.751465,-0.125924,-0.017731,1.372746,-0.260030,4.245389,1.045918,4.817011,1.522204,-5.462466,0.706154,1.850166,2.924705,-2.130433,-3.210219,3.817864,4.480892,2.132847,3.322516,5.645791,-3.378477,0
-1.609317,-1.708086,0.259869,-0.019492,2.217767,1.807011,3.941523,-4.470970,-2.300363,-2.099510,-0.267381,0.670572,1.641002,2.941756,-0.559836,1.022572,2.274777,-3.722806,-0.115293,-2.540405,0.746918,-1.668025,-0.216798,4.391965,1.173917,2.777903,2.183191,0.871231,6.661177,-4.978354,-0.204335,-0.067668,-1.098235,2.264722,3.823676,-1.765682,-4.315248,1.836581,-2.115129,-1.367939,0.636864,0.648824,-2.889131,-1.610158,-2.430853,-0.467246,-0.248225,2.439717,-1.925747,1.454377,-1.183970,0.787063,0.072028,-0.160859,-0.093697,-0.501231,5.190688,-1.162448,0.730708,-2.038495,0.281961,0.774506,0.450904,1.258549,-1.138045,0.936478,-2.865451,0.861023,-1.596653,-3.072246,-1.707804,-2.031009,-1.139878,2.475284,0.349527,1.201366,1.861732,-6.010481,-4.368200,-1.491206,-0.308236,-0.000652,1.353421,1.393122,-2.139759,2.026816,0.201312,-2.519350,-0.491152,2.759650,0.704075,-1.238262,-1.541182,0.420226,-2.505466,3.727229,3.566704,2.904291,3.789838,-3.507562,-1.448229,-0.991498,0.707321,1.303527,4.584762,1.440394,2.562193,-0.709342,-0.959002,-6.145708,0.041532,0.185331,-2.875444,-1.060482,-2.091394,-1.263024,-1.894081,-0.549596,1.664420,-2.529775,1
-0.760830,-0.239752,0.313183,-0.610444,0.187026,1.553508,0.385878,-3.977370,-0.925101,-1.679659,-0.233100,1.454334,0.762661,1.318235,-1.104930,1.617554,-0.129869,2.160260,0.171169,-7.949766,1.634052,-0.720662,-1.902947,-4.129157,2.889662,1.623477,4.242326,3.092923,-5.291160,-4.348121,0.276675,1.684978,-1.598616,3.695457,2.604400,-3.159682,2.633624,2.166573,-3.289339,4.360621,1.037760,1.092428,-2.465766,3.062277,0.253694,-1.460311,-3.581107,-1.918979,-0.657978,-1.763646,-0.356824,-0.805949,-0.114597,-1.000770,0.983931,-1.918845,-2.464221,-3.580372,-7.398552,-6.807137,0.284022,-0.774041,2.283064,-0.418162,-0.919588,-4.028189,2.941823,-6.043179,7.459598,-2.667637,-0.386476,-0.252218,-1.151862,0.992556,0.494878,-1.238657,2.608966,-2.515880,-0.474727,3.056927,0.025125,0.296583,-0.727031,0.517808,-0.904349,-1.104345,3.348137,2.675192,0.120320,2.452139,1.545284,-0.191510,-2.449255,-0.525932,-1.959784,2.327370,-1.759527,2.649524,-1.576147,-3.084671,-0.456502,0.949286,-2.459196,0.364416,2.551684,-2.341982,-3.206207,2.350488,4.468845,1.415984,0.693827,0.859175,-2.007093,-1.548161,-4.156283,-1.858340,-1.140451,-0.590135,-2.998654,-3.033106,1
-1.436064,-1.844454,-2.927379,-1.231182,2.551562,1.987816,1.529507,-6.063012,0.149454,-3.271485,-0.153875,-0.161368,1.429280,4.824775,-3.255194,-2.720887,-1.379571,-5.220823,1.129452,3.264810,0.445367,-1.033171,0.946764,0.670553,-0.221930,0.488399,3.235830,0.713117,-5.644366,2.048177,-0.040573,1.696021,1.449307,2.139703,0.346449,-0.928181,-0.977595,-3.949055,2.673653,-0.035597,0.830746,1.924741,-1.714515,-0.753824,4.340154,1.325049,-0.445728,1.471583,2.738833,0.421765,-1.012305,0.056281,-4.201216,3.036530,-1.318684,2.305017,2.220469,-0.483925,-9.003596,-7.014603,0.701496,0.066505,0.431561,2.007237,-3.114050,-1.043438,2.040806,5.007301,-0.377063,-5.102753,-2.070867,-0.311009,-1.566104,-1.150472,1.997855,-0.350268,3.856961,-5.523381,-2.996255,0.946588,0.794499,0.954603,-0.227279,1.845087,-1.537158,-1.836586,-4.813014,-1.353336,-3.476443,2.201462,1.029833,-1.058355,-0.662573,0.425701,-1.092185,0.949782,-1.472633,4.387067,-5.660040,-4.039051,-0.380281,-0.883260,-0.606017,0.260311,1.487253,-1.536237,0.074118,-1.360409,-0.119046,-0.392354,0.407356,1.101763,1.013437,-0.333768,-0.440088,-0.189727,2.262842,1.415119,-2.281148,-3.657463,1
-1.777977,-1.988575,-0.314379,-4.272410,-1.768320,2.217675,-1.259981,-2.980235,-1.287004,-5.812583,-0.138159,1.026336,3.459099,-1.078742,-0.450190,-4.099651,0.122885,1.914468,-5.022789,-3.983277,1.732827,-1.607803,-1.894334,-1.120325,-3.946824,-1.329106,3.683173,1.287290,-2.824450,-4.441898,-0.822173,-0.025523,3.153336,3.398688,-0.869789,-4.039774,4.840667,-0.240894,-2.221721,-0.652083,0.357570,1.452996,-0.890695,1.308273,-2.525913,-0.393095,-10.570010,2.616641,1.783849,-0.532916,-0.742217,-0.194525,-0.065408,2.299458,0.171468,5.332645,-1.256614,-3.888827,2.134998,0.892046,0.599075,0.817560,0.092465,-2.904106,0.592538,-1.257328,-0.901962,-4.420994,-2.767323,-0.845160,-1.350572,-2.752832,-2.270876,3.646196,1.647082,1.383721,-1.871502,-1.687531,-0.950874,-1.067042,0.726438,0.814490,1.211042,2.869069,-0.919325,-0.461679,0.546544,-0.282910,-7.323863,8.752301,0.603573,-0.709890,-1.699533,-2.077504,-1.789541,0.611121,-0.597974,1.352435,-4.410037,-2.007670,-0.127466,-0.369189,0.156291,1.429434,1.389264,-0.243673,1.175081,1.868123,-3.618754,2.485248,0.548085,1.673160,-2.571970,-1.425146,0.184428,4.059006,-3.374225,-1.690587,-5.178009,1.820400,1
-0.649405,-0.366295,-2.713499,0.331816,1.021085,-2.564121,0.488523,2.868780,-1.365047,-3.871434,-0.156042,-0.298007,1.784625,-0.515881,0.122908,-1.102279,-3.984077,-0.951494,0.706987,6.168396,1.194050,-0.240871,-1.563988,0.316998,-1.219214,0.013311,-2.510435,-3.621710,-6.086786,-2.262103,-0.928576,0.549896,-1.768042,3.864700,0.639291,-0.072621,0.046364,-0.716206,0.474347,4.199644,1.144637,0.118998,-0.409103,-1.651220,0.113198,2.338460,4.554057,2.810849,5.645942,-0.235579,-0.989004,-1.728499,1.720930,-0.673619,-0.361714,2.045500,-2.180647,-5.620973,-1.508582,-6.617423,-0.237906,0.014114,2.611758,-0.899841,-1.188795,3.358893,-6.609620,-3.535113,-3.942503,3.352958,-0.548834,-2.108198,-1.660355,-0.878741,0.307232,1.257749,-4.785819,-1.668791,-6.676928,-1.753137,-0.195676,2.835115,1.749875,2.585924,-2.056907,-1.249942,-3.669418,-0.893421,0.376136,0.425275,0.737736,-0.964326,-0.540060,-0.067481,-1.132160,1.047764,0.536448,0.382807,-7.716376,-0.011428,-0.041547,-0.603929,-0.479253,0.201392,2.694801,-5.794966,2.927577,3.142370,5.629431,-4.985789,1.067345,1.470910,-0.330299,-0.234259,-0.961770,-3.640145,-2.770177,1.226734,1.311061,-1.518953,1
-0.323806,-1.547336,-1.999707,1.088905,2.821944,0.164719,0.247105,0.345574,3.418000,-0.115463,0.870130,0.444709,1.540628,-0.293252,-0.072554,-4.012749,-1.906786,-0.255120,-9.547910,-1.702437,1.497036,-0.214613,-0.872014,-1.096281,3.463513,3.759648,-5.827345,2.697851,-1.241270,1.559123,0.097852,0.005715,-0.463551,-0.280890,-1.929460,-1.129833,-2.704184,1.921354,2.097672,-1.213016,-0.106851,1.352167,-1.167365,0.536924,1.042454,-3.682169,1.753153,2.862149,4.717705,0.821441,-0.181194,-0.347915,-0.408519,0.957305,-0.929090,5.379268,-3.316704,1.469496,3.986930,1.115053,0.291407,-0.175852,1.182319,-0.241865,-3.859322,3.188064,-0.198520,-0.330617,6.392200,9.487361,-1.514849,0.658979,-0.727783,-0.298741,5.418908,-1.679257,-1.840557,-2.744647,-1.725138,1.806085,-0.203671,-0.021755,0.047001,2.045807,-2.059836,-2.564423,-3.622937,3.006096,0.557849,2.593157,2.007559,-1.177391,1.461262,-2.196733,0.180758,-1.377354,-0.405124,0.092884,4.283394,2.706802,0.469102,0.239030,0.538543,-0.466082,0.546746,-5.355190,-1.531230,0.805287,0.251188,-2.144774,0.516401,1.566929,-0.639108,1.784072,-1.124812,1.703897,2.843879,-2.686519,2.147331,-4.312734,1
-1.342458,-1.584654,0.471415,0.954203,2.640121,2.266752,0.412770,1.857870,0.471314,-8.099666,0.764027,0.675062,1.331909,1.544850,1.671263,4.069412,-2.168701,0.139199,2.244579,1.877784,0.158817,-1.767887,-0.718160,0.298746,-0.247987,-0.001844,-1.388695,0.464634,3.927916,-5.834743,-0.653336,0.670637,1.329161,-0.311874,-2.513089,-1.330106,-4.643702,-1.084551,-3.555516,-2.596247,1.741740,3.512304,0.732147,-3.539627,-4.228515,2.275370,0.739751,-2.863170,3.955959,-13.568120,-1.628741,0.662219,0.795774,1.367285,2.294289,-2.098666,-4.900565,-0.973972,-7.864789,4.242963,1.027427,-0.548201,1.915565,-1.683775,0.463547,1.965633,-1.708753,3.675402,5.122086,0.977843,-1.217683,-0.693089,-1.295801,-2.185758,-2.806095,2.043575,1.417395,1.921181,1.188030,5.320413,0.493143,-0.370633,0.422414,0.579867,0.599674,0.761428,-0.958841,1.450380,2.955468,0.201262,0.731948,-2.171337,-1.472800,-1.605855,-2.165051,-0.473866,-0.414203,-2.242151,-1.446871,-0.326562,-0.735800,-1.112983,0.624197,-0.242870,1.513097,-2.040434,1.861288,-1.100427,1.661322,1.289903,0.897212,0.219669,-0.922795,1.370867,-1.679615,-0.715272,-1.300064,6.001187,0.343899,-4.378133,1
